醫事機構代碼（自動）,施打站全稱（自動）,施打站縣市（自動）,施打站行政區（自動）,施打站地址（自動）,施打站經度（自動）,施打站緯度（自動）,官方提供網址（自動）,預約電話（自動）
3537011905,陳景德診所,彰化縣,彰化市,彰化縣彰化市中正路一段415號,120.543161,24.082581,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537011905,04─7256979
3537013212,莊永勳耳鼻喉科診所,彰化縣,彰化市,彰化縣彰化市西安里曉陽路200號,120.537301,24.073101,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537013212,04-7201551
3537013347,平安診所,彰化縣,彰化市,彰化縣彰化市信義里中正路1段452號1樓,120.542134,24.082571,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537013347,04-7222279
3537013356,張寶倫診所,彰化縣,彰化市,彰化縣彰化市信義里中正路1段452號1樓,120.542134,24.082571,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537013356,04-7222279
3537013409,永安診所,彰化縣,彰化市,彰化縣彰化市興北里三民路205、207號,120.543021,24.085673,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537013409,04-7231995
3537013678,惠聖診所,彰化縣,彰化市,彰化縣彰化市信義里中正路1段432號1、2、3、6樓,120.542552,24.08264,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537013678,04-7222699
3537013703,陳家銘診所,彰化縣,彰化市,彰化縣彰化市成功里民族路270號,120.539503,24.071887,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537013703,04-7296658
3537013865,葉易愷耳鼻喉科診所,彰化縣,彰化市,彰化縣彰化市文化里中正路1段258號,120.546668,24.083791,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537013865,04-7277679
3537020235,葉宣哲診所,彰化縣,鹿港鎮,彰化縣鹿港鎮中興里中山路348號,120.434079,24.055935,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537020235,04-7764495
3537020333,豐安診所,彰化縣,鹿港鎮,彰化縣鹿港鎮玉順里海浴路11－1號,120.429101,24.061138,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537020333,04-7763711
3537020360,祐安小兒科診所,彰化縣,鹿港鎮,彰化縣鹿港鎮龍山里三民路125號,120.435316,24.050733,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537020360,04-7755602
3537020388,王健龍診所,彰化縣,鹿港鎮,彰化縣鹿港鎮中興里中山路259號,120.43375,24.056063,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537020388,04-7755188
3537021429,黃俊熙診所,彰化縣,鹿港鎮,彰化縣鹿港鎮頂番里頂草路一段12號,120.480731,24.086523,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537021429,04-7718955
3537021572,佳生小兒科診所,彰化縣,鹿港鎮,彰化縣鹿港鎮景福里民權路137號,120.435845,24.05693,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537021572,04-7776789
3537021625,謝慧瑛小兒科診所〈順泰聯合診所〉,彰化縣,鹿港鎮,彰化縣鹿港鎮永安里民權路57號,120.43791,24.058053,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537021625,04-7769955
3537021652,頂安診所,彰化縣,鹿港鎮,彰化縣鹿港鎮鹿和路3段622巷5號、6號,120.480428,24.085218,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537021652,04-7722989
3537021750,潘明勳耳鼻喉科診所,彰化縣,鹿港鎮,彰化縣鹿港鎮永安里復興路333號,120.437524,24.057379,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537021750,04-7780567
3537030099,蕭國隆小兒科診所,彰化縣,和美鎮,彰化縣和美鎮和東里彰美路五段255號,120.50036,24.109756,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537030099,04-7553021
3537030151,曾思遠診所,彰化縣,和美鎮,彰化縣和美鎮和西里和線路85號,120.492587,24.114471,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537030151,04-7555423
3537030231,曾榮昌診所,彰化縣,和美鎮,彰化縣和美鎮和北里彰美路六段26號,120.498003,24.112891,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537030231,04-7559151
3537030348,和興聯合診所,彰化縣,和美鎮,彰化縣和美鎮竹營里德美路289號,120.501475,24.114134,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537030348,04-7564567
3537030357,庚新診所,彰化縣,和美鎮,彰化縣和美鎮糖友里糖友一街82號1樓及86號1樓,120.534397,24.10808,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537030357,04-7367095
3537031390,醫世紀小兒科診所,彰化縣,和美鎮,彰化縣和美鎮和東里彰美路五段315號,120.499512,24.110783,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537031390,04-7575859
3537050457,蕭弘智診所,彰化縣,員林市,彰化縣員林市仁美里中山路二段114號,120.571344,23.963584,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537050457,04-8357571
3537051016,黃崇凱診所,彰化縣,員林市,彰化縣員林市惠來里中山南路72號,120.570899,23.954561,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537051016,04-8318286
3537052120,育英診所,彰化縣,員林市,彰化縣員林市中正里育英路37－12號,120.575182,23.959271,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537052120,04-8331458
3537052166,佳佳診所,彰化縣,員林市,彰化縣員林市惠來里南昌路90號,120.572013,23.954639,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537052166,04-8380016
3537052264,盧天恩診所,彰化縣,員林市,彰化縣員林市中正里林森路308號,120.577256,23.960463,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537052264,04-8339159
3537052308,長頸鹿小兒科診所,彰化縣,員林市,彰化縣員林市仁美里浮圳路2段370號,120.576224,23.965274,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537052308,04-8392039
3537052415,統誠診所,彰化縣,員林市,彰化縣員林市新興里正興街370號,120.572286,23.959978,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537052415,04-8361818
3537052700,博文診所,彰化縣,員林市,彰化縣員林市鎮興里員東路1段55號,120.599121,23.963553,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537052700,04-8385546
3537052782,統新診所,彰化縣,員林市,彰化縣員林市新興里正興街368號1－2樓,120.572343,23.96,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537052782,04-8390779
3537053056,天城外科診所,彰化縣,員林市,彰化縣員林市員水路二段482號1樓、林森路127號1樓,120.577734,23.955981,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537053056,04-48324479
3537060202,楊同榮診所,彰化縣,溪湖鎮,彰化縣溪湖鎮大竹里西環路27號,120.481388,23.955635,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537060202,04-8850575
3537060300,林光維診所,彰化縣,溪湖鎮,彰化縣溪湖鎮平和里彰水路三段202號,120.48035,23.957863,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537060300,04-8817993
3537061496,啄木鳥小兒科家庭醫學科診所,彰化縣,溪湖鎮,彰化縣溪湖鎮光平里彰水路3段365、367號,120.479992,23.964853,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537061496,04-8825511
3537070084,周武昌診所,彰化縣,田中鎮,彰化縣田中鎮北路里新生街126號,120.586507,23.861768,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537070084,04-8753625
3537070182,謝進國診所,彰化縣,田中鎮,彰化縣田中鎮東路里南北街193號,120.585766,23.861628,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537070182,04-8761710
3537071223,家禾診所,彰化縣,田中鎮,彰化縣田中鎮西路里中州路一段二四二、二四四號,120.585434,23.857878,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537071223,04-8742475
3537081416,李順安診所,彰化縣,二林鎮,彰化縣二林鎮儒林路2段288號,120.36939,23.896847,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537081416,04─8960267
3537081489,二林綜祐診所,彰化縣,二林鎮,彰化縣二林鎮中正路6號,120.369393,23.899452,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537081489,04-8952991
3537110056,三福診所,彰化縣,福興鄉,彰化縣福興鄉三汴村彰水路368號,120.489138,24.018124,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537110056,04-7681024
3537111213,慶安診所,彰化縣,福興鄉,彰化縣福興鄉沿海路三段275號1樓,120.414411,24.030403,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537111213,04-7704276
3537131402,大生診所,彰化縣,花壇鄉,彰化縣花壇鄉中正路56－8號,120.547424,24.028141,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537131402,04-7875686
3537150078,黃建成診所,彰化縣,大村鄉,彰化縣大村鄉大村村茄苳路一段235號,120.544949,23.999406,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537150078,04-8524074
3537151093,萬來診所,彰化縣,大村鄉,彰化縣大村鄉福興村山腳路80之8號,120.585624,23.989913,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537151093,04-8534585
3537160056,張維峰診所,彰化縣,埔鹽鄉,彰化縣埔鹽鄉彰水路一段３７５號,120.476429,23.995203,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537160056,04 8655498
3537171175,楊玉隆家庭醫學科診所,彰化縣,埔心鄉,彰化縣埔心鄉東門村員鹿路2段327號,120.543743,23.952705,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537171175,04-8290099
3537181153,文華診所,彰化縣,永靖鄉,彰化縣永靖鄉瑚璉路167巷6號,120.549691,23.925252,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537181153,04-8233216
3537200019,恩生家醫科外科診所,彰化縣,二水鄉,彰化縣二水鄉光化村員集路四段14號,120.61617,23.811472,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537200019,04-8793636
3537221143,綜祐診所,彰化縣,埤頭鄉,彰化縣埤頭鄉合興村彰水路3段494號,120.45938,23.891503,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537221143,04-8911911
3537250064,茂榮家庭醫學科診所,彰化縣,竹塘鄉,彰化縣竹塘鄉竹塘村仁愛路56號,120.427,23.86273,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3537250064,04-8970709
3538010304,許內兒科診所,南投縣,南投市,南投縣南投市民族路280號,120.686711,23.908905,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3538010304,049-2221892
3538010555,詹建盛診所,南投縣,南投市,南投縣南投市南陽路475號,120.681077,23.911529,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3538010555,049-2243055
3538011712,馨生婦產科小兒科診所,南投縣,南投市,南投縣南投市 中山街14巷13號1.2.3.5樓，15號1-2樓,120.686966,23.905659,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3538011712,049-2206626
3538011758,淵源診所,南投縣,南投市,南投縣南投市民族路300號,120.686289,23.908695,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3538011758,049-2222171
3538011883,佳成小兒科診所,南投縣,南投市,南投縣南投市三興里集賢路34號1樓,120.684304,23.90498,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3538011883,049-2231115
3538011918,蔡良迪診所,南投縣,南投市,南投縣南投市中學西路85號,120.691348,23.945962,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3538011918,049-2391296
3538012022,子泰診所,南投縣,南投市,南投縣南投市南崗二路298號1樓,120.678265,23.913148,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3538012022,049-2223013
3538020168,童小兒家醫科聯合診所,南投縣,埔里鎮,南投縣埔里鎮東門里中正路408號,120.967782,23.964953,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3538020168,049-2983212
3538020604,聖光小兒科診所,南投縣,埔里鎮,南投縣埔里鎮南昌街160號,120.966339,23.964867,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3538020604,049-2988099
3538020613,祐安小兒科診所,南投縣,埔里鎮,南投縣埔里鎮東門里中正路395號1F,120.967566,23.9646,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3538020613,049-2997752
3538022171,長榮診所,南投縣,埔里鎮,南投縣埔里鎮同聲里忠孝路329號,120.968669,23.960968,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3538022171,049-2994830
3538022242,黎俊奇診所,南投縣,埔里鎮,南投縣埔里鎮北門里中正路464號,120.965929,23.966819,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3538022242,049-2999576
3538022260,安杏診所,南投縣,埔里鎮,南投縣埔里鎮中山路3段100號,120.963262,23.966339,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3538022260,049-2980445
3538022331,安麗小兒科內科診所,南投縣,埔里鎮,南投縣埔里鎮中山路二段262號,120.968566,23.966472,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3538022331,049-2991030
3538022537,陳宏麟診所,南投縣,埔里鎮,南投縣埔里鎮南門里南昌街221號1樓,120.965018,23.965492,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3538022537,049-2900303
3538022662,晨洋診所,南投縣,埔里鎮,南投縣埔里鎮忠孝路300號1樓,120.973892,23.965555,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3538022662,049-2424452
3538022760,許瑞娟診所,南投縣,埔里鎮,南投縣埔里鎮西安路一段80號,120.965971,23.965471,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3538022760,049-2990289
3538022779,郭佳隴診所,南投縣,埔里鎮,南投縣埔里鎮中正路563號1樓,120.963414,23.971447,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3538022779,049-2989448
3538030440,林洸燁小兒科診所,南投縣,草屯鎮,南投縣草屯鎮中正路626號,120.685329,23.979112,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3538030440,049-2318735
3538030468,洪啟芬診所,南投縣,草屯鎮,南投縣草屯鎮御史里中正路1222號,120.688425,23.992584,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3538030468,049-2553359
3538030520,育英診所,南投縣,草屯鎮,南投縣草屯鎮和平里和興三街24號,120.684732,23.976275,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3538030520,049-2367696
3538030593,泰安婦產科診所,南投縣,草屯鎮,南投縣草屯鎮炎峰村中正路608號,120.686089,23.979163,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3538030593,049-2333168
3538030851,錦林診所,南投縣,草屯鎮,南投縣草屯鎮新厝里虎山路736號,120.685978,23.974938,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3538030851,049-2357509
3538030968,蔡文雄診所,南投縣,草屯鎮,南投縣草屯鎮富寮里富昌路2-1號,120.697314,23.9782,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3538030968,049-2569085
3538031081,謝立中聯合診所,南投縣,草屯鎮,南投縣草屯鎮碧山南路13號,120.681269,23.977913,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3538031081,049-2301010
3538031107,草屯陳診所,南投縣,草屯鎮,南投縣草屯鎮太平路2段228號,120.683924,23.975901,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3538031107,049-2380295
3538032837,小太陽小兒科診所,南投縣,草屯鎮,南投縣草屯鎮虎山路786號,120.68597,23.976133,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3538032837,049-2303535
3538032935,吳英滄診所,南投縣,草屯鎮,南投縣草屯鎮太平路2段93、95號1樓,120.68407,23.978866,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3538032935,049-2326989
3538032962,祐幼小兒科診所,南投縣,草屯鎮,南投縣草屯鎮虎山路746號,120.685991,23.97519,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3538032962,049-2320606
3538033012,洪瑞成小兒科診所,南投縣,草屯鎮,南投縣草屯鎮中山街36號及38號1F,120.682598,23.975082,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3538033012,049-2323151
3538033101,用心生活診所,南投縣,草屯鎮,南投縣草屯鎮育英街101號1樓,120.686528,23.976502,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3538033101,049-2380866
3538041443,智瑤小兒科診所,南投縣,竹山鎮,南投縣竹山鎮集山路三段879號,120.683538,23.75718,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3538041443,049-2652288
3538051154,第一診所,南投縣,集集鎮,南投縣集集鎮集集里民生路234號,120.782568,23.827034,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3538051154,049-2761899
3538061338,正安診所,南投縣,名間鄉,南投縣名間鄉南雅街124號,120.702246,23.838041,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3538061338,049-2737666
3538111468,瑞斌診所,南投縣,水里鄉,南投縣水里鄉民權路230及232號,120.852611,23.817595,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3538111468,049-2778866
3538111600,澄清診所,南投縣,水里鄉,南投縣水里鄉民生路201及203號1樓,120.855492,23.811563,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3538111600,049-2776160
3538111619,水里社區基督聯合診所,南投縣,水里鄉,南投縣水里鄉中正路18號,120.855103,23.817775,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3538111619,049-2871999
3539012526,永安診所,雲林縣,斗六市,雲林縣斗六市中華路468號,120.551698,23.708456,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3539012526,05-5376998
3539032046,腎安診所,雲林縣,虎尾鎮,雲林縣虎尾鎮光復路360號,120.436984,23.710242,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3539032046,05-6330126
3539060595,陳源玉內科診所,雲林縣,北港鎮,雲林縣北港鎮公園路169－1號,120.301156,23.577807,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3539060595,05-7836677
3541061691,徐小兒科診所,臺南市,新化區,臺南市新化區中山路193號1樓,120.310061,23.036697,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3541061691,06-5901995
3541071311,蘇炳文內科診所,臺南市,善化區,臺南市善化區大信路36號,120.292496,23.129891,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3541071311,06-5811788
3541270314,三華診所,臺南市,仁德區,臺南市仁德區太子里太子路142號,120.263112,22.991444,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3541270314,06-2731826
3541271553,成渼聯合診所,臺南市,仁德區,臺南市仁德區後壁里中正路二段316號,120.251705,22.950984,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3541271553,06-2702555
3541271562,吳長芳小兒科診所,臺南市,仁德區,臺南市仁德區仁德里中正路二段795號,120.253448,22.962916,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3541271562,06-2797929
3541271580,慈安診所,臺南市,仁德區,臺南市仁德區太子路352－1號1樓,120.257434,22.991485,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3541271580,06-2739003
3542014098,陳重志聯合診所,高雄市,鳳山區,高雄市鳳山區光復路一段139號,120.350668,22.629114,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3542014098,07-7427329
3542151498,祐民診所,高雄市,路竹區,高雄市路竹區中和街180號,120.257628,22.858903,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3542151498,07-6072211
3542241059,觀亭診所,高雄市,內門區,高雄市內門區觀亭里中正路168號,120.454604,22.918244,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3542241059,07-6674882
3544010329,何家庭醫學專科診所,澎湖縣,馬公市,澎湖縣馬公市新生路85號,119.570493,23.568937,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3544010329,06-9279218
3544011522,林診所,澎湖縣,馬公市,澎湖縣馬公市重慶街4號,119.566911,23.565631,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3544011522,06-9278130
3544011620,吳泰郎診所,澎湖縣,馬公市,澎湖縣馬公市東文里文山路62號,119.584632,23.562335,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3544011620,06-9212969
3544021046,育安家庭醫學科診所,澎湖縣,湖西鄉,澎湖縣湖西鄉龍門村良文港23－3號,119.675802,23.563147,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3544021046,06-9923379
3545011142,國泰聯合診所,花蓮縣,花蓮市,花蓮縣花蓮市中華路459號,121.590389,23.974036,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3545011142,03-8542031
3590011218,吾家診所,金門縣,金城鎮,金門縣金城鎮西門里富康一村一巷12號,118.320099,24.437328,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3590011218,082-375899
3590011405,傅仰賢診所,金門縣,金城鎮,金門縣金城鎮民生路7號6樓,118.320156,24.433129,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3590011405,082-322687
3590040013,陳水湖診所,金門縣,金寧鄉,金門縣金寧鄉仁愛新村131號,118.33243,24.4507422,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=3590040013,082-321906
0936050029a,光田醫療社團法人光田綜合醫院-沙鹿院區,臺中市,沙鹿區,臺中市沙鹿區沙田路117號,120.558832,24.23532,臺中市沙鹿區沙田路117號,(04)2662-5111
0936050029b,光田醫療社團法人光田綜合醫院-大甲院區,臺中市,大甲區,台中市大甲區經國路321號,120.6162884,24.3466792,台中市大甲區經國路321號,(04)2688-5599
0439010518a,國立臺灣大學附設醫院雲林分院,雲林縣,斗六市,雲林縣斗六市雲林路二段579號,120.5260803027845,23.69659236649188,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=0439010518,05-5323911
0439010518b,國立臺灣大學醫學院附設醫院雲林分院(虎尾院區),雲林縣,虎尾鎮,雲林縣虎尾鎮學府路95號,120.42699021214652,23.735344960817603,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=0439010518,05-6330002
0,嘉義縣阿里山鄉衛生所香林衛生室,嘉義縣,阿里山鄉,嘉義縣阿里山中山村58號,120.802147,23.508902,https://www.nhi.gov.tw/QueryN/Query3_Detail.aspx?HospID=,05-2679806
1131050515,佛教慈濟醫療財團法人台北慈濟醫院,新北市,新店區,新北市新店區建國路289號,121.535808,24.98578,"http://taipei.tzuchi.com.tw/covid-19%e7%96%ab%e8%8b%97%e6%8e%a5%e7%a8%ae%e7%89%b9%e5%88%a5%e9%96%80%e8%a8%ba/
",02-66289779
1131010011,醫療財團法人徐元智先生醫藥基金會亞東紀念醫院,新北市,板橋區,新北市板橋區南雅南路2段21號及高爾富路300號,121.452312,24.997312,"https://www.femh.org.tw/research/news_detail.aspx?Class=0&NewsNo=13649
",02-89667000
1107320017,義大醫療財團法人義大大昌醫院,高雄市,三民區,高雄市三民區大昌一路305號地下3樓至7樓,120.319936,22.657575,"https://www5.edah.org.tw/RegisterChooseOptionForEDH.aspx?deptCode=60&deptDesc=%E5%85%AC%E8%B2%BBCOVID-19%E7%96%AB%E8%8B%97%E6%8E%A5%E7%A8%AE&deptRoom=6016&eng_deptDesc=
",07-5599123
0943030019,安泰醫療社團法人安泰醫院,屏東縣,東港鎮,屏東縣東港鎮興東里中正路一段210號,120.459127,22.474326,"https://www.tsmh.org.tw/sites/web_dg/show_web_page.php?edsno=1269
",08-8329966
0942020019,高雄市立岡山醫院（委託秀傳醫療社團法人經營）,高雄市,岡山區,高雄市岡山區壽天路12號,120.294443,22.796612,"https://www.ks.org.tw/KS2017/RegCal.aspx?Dept=ME&Kind=2
",07-6222131
0932020025,天成醫療社團法人天晟醫院,桃園市,中壢區,桃園市中壢區延平路155號,121.229069,24.962598,"http://www.tcmg.com.tw/register/register_1_detail.php?deptID=0089&deptName=Covid-19%E7%96%AB%E8%8B%97%E6%8E%A5%E7%A8%AE%E9%96%80%E8%A8%BA
",03-4629292
0602030026,高雄榮民總醫院,高雄市,左營區,高雄市左營區大中一路386號,120.322256,22.677696,"https://webreg.vghks.gov.tw/wps/portal/web/onlinereg?dtletitl=COVID-19+Vaccine+Outpatient+Department&dtlid=180&dtltitle=%E6%96%B0%E5%86%A0%E7%96%AB%E8%8B%97%E9%96%80%E8%A8%BA&redirect=true
",07-3422121
0142030019,衛生福利部旗山醫院,高雄市,旗山區,高雄市旗山區大德里中學路60號,120.483277,22.880693,"https://newnetreg.chis.mohw.gov.tw/OiNetReg/OINetReg.Reg/Reg_RegTable.aspx?Date=&DivDr=0102&HID=F&Noon=&Way=Dept
",07-6613811
0132010014,衛生福利部桃園醫院,桃園市,桃園區,桃園市桃園區中山路1492號,121.268092,24.977705,"https://docs.google.com/forms/d/e/1FAIpQLSewk8gvGMz0XmlbS2O2dOM5P_s3SeTJ0MA5MJrmLE9dXwinqQ/viewform
",03-3699721
0131060029,衛生福利部臺北醫院,新北市,新莊區,新北市新莊區思源路127號、新北巿新莊區長春街6號2樓、3樓,121.459622,25.04324,"http://nreg.tph.mohw.gov.tw/OReg/RegisterPage?viewparam=sect
",02-22765566
0131060010,衛生福利部樂生療養院,新北市,新莊區,新北市新莊區中正路794號及桃園縣龜山鄉萬壽路1段50巷2號,121.418,25.029343,"http://netreg.lslp.mohw.gov.tw/OINetReg/OINetReg.Reg/Reg_RegTable.aspx?Date=&DivDr=01S8&HID=F&Noon=&Way=Dept
",02-82006600
0131020016,新北市立聯合醫院,新北市,三重區,新北市三重區新北大道1段3號、3之1號、板橋區英士路198號,121.49084,25.060869,"https://www.ntch.ntpc.gov.tw/
",02-29829111
1131090019,行天宮醫療志業醫療財團法人恩主公醫院,新北市,三峽區,新北市三峽區復興路399號、中山路198、258號,121.363007,24.938385,"https://www.eck.org.tw/guide/outpatient/registered/%e6%88%91%e8%a6%81%e6%8e%9b%e8%99%9f/?DivNo=5300&getDiv=GetDivDoctorListInfoWeb
",02-26723456
1131100010,台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,新北市,淡水區,新北市淡水區民生路45號、民權路47號B1至10樓,121.460499,25.139534,"https://www.mmh.org.tw/webpage.php?id=209
",02-28094661
1142120001,義大醫療財團法人義大醫院,高雄市,燕巢區,高雄市燕巢區角宿里義大路1號,120.364451,22.765521,"https://www5.edah.org.tw/RegisterChooseOptionForEDH.aspx?deptCode=60&deptDesc=%E5%85%AC%E8%B2%BBCOVID-19%E7%96%AB%E8%8B%97%E6%8E%A5%E7%A8%AE&deptRoom=6016&eng_deptDesc=
",07-6150011
1331040513,衛生福利部雙和醫院(委託臺北醫學大學興建經營),新北市,中和區,新北市中和區中正路291號,121.494082,24.993746,"https://www.shh.org.tw/page/ShhregVaccine.aspx
",02-22490088
